Survey;Label
Sudah bagus, tidak ada saran.;positif
tiap kelas selalu Gurunya gak pernah jelasin, selalu siswanya di suruh praktek sendiri;negatif
Memberikan dokumen materi dalam bentuk PPT ataupun PDF sehari sebelum kelas dilaksanakan agar dapat dipelajari dan dikuasai oleh Siswa;negatif
Okok;positif
Semoga kedepannya lebih tepat waktu saat jam Pelajaran telah usai pak;negatif
lebih ditambahkan lagi penjelasan untuk materinya;negatif
Sangat baik membimbing Siswa;positif
Tetap semangat untuk pak mengajarnya sehat selalu pak...;positif
saran saya, alangkah baik nya ibu Ulfah memperbaiki cara membelajaran nya, kasian anak¿¿ lain, ngezoom semacam lihat YouTube, terus memperbanyak perdekatan sama Siswa dan satu lagi, kalau orang memberi kritik/saran itu jangan di tolak gitu saja.;negatif
jika didapati siswa/i itu bertindak semena mena. maka guru pun juga tidak harus mencontohkan yang semena mena pula. karena guru telah dinyatakan sebagai pembelajar, pemberi arahan yang tidak menyimpang, dan mediasi dan/atau penengah dalam permasalahan yang mencangkup berkehidupan akademisi.;negatif
Semoga banyak offline nya;negatif
Cukup baik Pak, saya ucapkan terima kasih atas bimbingan nya selama 1 semester ini, semoga ilmu yang diberikan Bapak bermanfaat bagi saya untuk kedepannya, aamiin.;positif
Jika ingin memberi pemberitahuan bisa lebih awal lagi;negatif
sudah baik, semoga kedepanya semakin baiksudah baik, semoga kedepanya semakin baik;positif
Sedikit saran untuk guru alpro, jika saat menjelaskan kalau bisa suaranya lebih jelas lagi atau bisa juga tiap menjelaskan maskernya di buka biar terdengar lebih jelas saat menerangkan.;negatif
bu baikkkk bangeetttttttt,;positif
jika ada jam yang kosong, bisa diganti dengan jam lain atau di hari lain;negatif
Apabila menerangkan materi terlalu cepat, banyak tugas dan suasana dikelas selalu tegang. sehingga Siswa merasa itu sulit dipahami apalagi ini adalah mapel yang susah menurut saya. Metode mengajar disetiap kelas berbeda.;negatif
Samgat baik;positif
penyampaian materi detail;positif
tidak ada menurut saya Bu sudah sangat baik dalam menyampaikan materi dan penjelasan nya mudah dimengerti;positif
kalau tugas jangan tulis tangan karena jamanya sudah maju;negatif
lebih asik dalam mengajar;negatif
sangat cukup baik dalam menyampaikan materi pada Pelajaran yang diajarkan, dan untuk kedepannya cukup dipertahankan saja. terimakasih;positif
sudah bagus.;positif
Tetap memberikan yang terbaik;positif
penampilan materi ppt yang sangat monoton / kurang menarik sehingga membuat kami hanya fokus pada tampilan kata kata nya, cepat jenuh untuk menyimak materi ppt. Serta hendaknya ada pemberian tugas studi kasus tiap minggu nya untuk mengevaluasi hasil pemahaman materi yg telah disampaikan tiap minggunya, sehingga kami juga bisa terlatih bagaimana penerapan manajemen pemasaran dari hasil studi kasus yang telah terjadi.;negatif
sudah sangat baik, dalam segala hal.;positif
Lebih baik memberikan nilai;positif
menurut saya saat bapak menjelaskan materi lebih baik memakai power point sehingga Siswa bisa mempelajari ulang lebih maksimal;negatif
Sudah bak;positif
saran saya seharusnya kehadiran di sekolah juga perlu diikutkan dalam penilaian;negatif
Penjelasan materi terlalu cepat dan tidak runtut sehingga Siswa sedikit kesulitan untuk memahami materi yang diberikan;negatif
Mohon bisa luring;negatif
kurangi mengajar dengan media menonton video;negatif
Untuk saran tidak ada dikarenakan guru dalam menjelaskan materi sangat baik dan membuat pemahaman Siswa sangat baik;positif
Sudah cukup baik dan untuk kedepannya bisa lebih baik lagi;positif
terimakasih banyak ibu;positif
cara mengajarnya asik membuat siswanya betah dalam belajar;positif
penjelasan sangat mudah dimengerti tetapi sedikit kurang jelas saat menjelaskan praktikum lebih baik lebih perlahan saat menjelaskan praktikum;negatif
Untuk asisten Gurunya kurang membantu dalam praktikum dan kemampuannya sangat kurang, kedepannya mungkin bisa dijelaskan tentang aplikasi untuk praktikum dan diberikan waktu untuk memahami aplikasinya, saya tidak memahami apa yang diajarkan saat praktikum;negatif
Sudah baik dalam penyampaian materi, antara materi dan soal yang diberikan saat Ujian pun sesuai;positif
saran saya adalah memberikan contoh soal seperti yang akan diberikan ketika diberi soal;negatif
Pertama kali bisa pemrograman web.. karena diajarin mba;positif
Terimakasih sudah mengajarkan dan menghargai pekerjaan siswanya , keep it up bu bisa ditingkatkan lagi menjadi guru yang lebih baik lagi;positif
sudah baik dan jelas saat menyampaikan materi;positif
Memakai speaker dan dual layar saat berada di lab karena kelas terlalu panjang, terkadang kurang jelas saat berada dibelakang.;negatif
Saran : semoga mengajarnya bisa offline, karena bila online tidak paham;negatif
Terima kasih ibu telah memberikan saya ilmu yang bermanfaat dan bukan sekedar nilai.Terimakasih atas motivasi motivasi yang selalu ibu berikan.;positif
ibu udahhh keren bangettt, dann baik sekaliii. semoga masuk surga buuu titaaaa;positif
Mungkin untuk pertemuannya sesekali bisa tatap muka tidak zoom saja;negatif
guru muda yang sangat murah senyum dan selalu mendengarkan keluh kesah Siswa;positif
sudah baik sekali;positif
Guru terbaik,banyakbanyakin kasih nilai tambahan bu;positif
semoga kedepannya ontime masuk kelas, semoga makin sering main tebaktebakan seru banget ^^;negatif
penyampaian materi sangat jelas;positif
saya suka dengan guru pkn ini, karena selalu mengajak Siswa untuk aktif, jadi di kelas saya selalu aktif;positif
umtuk pak sudah sangat baik pak, cuman terkadang penyampaian materinya agak kebingungan sebenarnya faham cuma sulit mengungkapkan;negatif
Pak keren ¿¿¿¿;positif
Tidak ada, soalnya aja yang sulit;positif
guru sering telat dan jarang memberikan materi;negatif
ini penilaian untuk Gurunya, kalau asisten nya rata baik;positif
Baik dalam memberi saran dalam mengoreksi tuags Siswa;positif
Smg kedepan lebih baik;positif
sudah baik dalam mengajar;positif
Pak sehat selalu semoga dipermudah dalam semua kegiatan;positif
Belum ada saran;positif
Penampilan materi ppt yang terlalu monoton mungkin membuat cepat jenuh dan kurang fokus, hendaknya bisa memberi sedikit gambar / lainnya supaya setidaknya disetiap slide kami tidak hanya membaca kata per kata, tapi juga ada gambaran tentang manajemen keuangan;negatif
Keep Up The Good Work!!;positif
untuk mapel sistem terintegrasi II sebaiknya diampuh oleh asisten yang paham tentang mapel tersebut agar bisa menjelaskan cara pengerjaan;negatif
guru kece;positif
Semoga kedepannya bisa lebih baik lagi dari hal materi, pembelajaran, penyampaian,dll;positif
Dalam memberikan materi sudah cukup baik;positif
sudah sangat baik semoga bisa ditingkatkan lagi;positif
Saran saya agar ditingkatkan dalam hal paparan materi yang disampaikan;negatif
Pembelajaran lebih baik dilakukan melalui offline;negatif
tidak ada saran untuk bu , karen metode pembelajarannya sudah sesuai dengan rps dan cara menyampaikan materinya sangat interaktif dengan mahsiswa;positif
Untuk Manops db 0101: Saran juga kalau membreikan materi yang ada hitung an tolong dijelasin sampai selesai, dan fokus pada materi yg diajar. Untuk mapel yg lainnya sudah cukup.;negatif
Tidak ada sangat baik;positif
Memberikan informasi seperti magang dll lebih cepat;negatif
Pertahankan humor nya paakk;positif
Semangat bu dan tetap kejar impian nya.;positif
Lebih sering memakai bahasa indonesia dan bahasa yang jelas agar kami sebagai Siswa lebih mudah paham apa yang dimaksud oleh guru pengampu.;negatif
untuk saat ini, guru di semester ini sangatlah baik semua dan tentunya detail dan sabar dalam hal mengajar;positif
semoga kedepannya dapat lebih baik lagi pak;positif
Kalau dari saya sudah bagus ibu dalam memberikan materi terimakasih;positif
Saran untuk pembelajaran Pelajaran manajemen bisnis dan regulasi telekomunikasi adalah semoga semakin lebih baik lagi dalam menyampaikan materi;positif
Semuanya sudah baik.;positif
ssemoga lebih baik lagi dalam menyampikan materi;positif
Penyampaian materi sangat jelas, hanya saja terlalu monoton meskipun sudah komunikatif.;negatif
Lebih di evaluasi lgi bu cara mengajarnya;negatif
kurang suka kalau bapak nya gnati ganti jadwal;negatif
mohon untuk diluluskan dalam Pelajaran mekanika teknik dan mendapakatkan nilai yang bagus, terima kasih pak;positif
tolong ibu jangan ganti ganti jadwal terlalu banyak;negatif
terimakasih bu;positif
alhamduliilallah;positif
Guru sudah baik namun asisten guru tolong lebih di breafing lagi karena asisten guru sistem terintegrasi 2 rata tidak memahami materi dan ketika di tanya respon juga tidak baik;negatif
tidak ada saran, semua baik baik saja. semoga bu ke depannya lebih baik terus dan diberi kesehatan. aamiin;positif
Penjelasn terlalu cepat, terkafang gk jelas dikarenakan sinyal jelek;negatif
Tidak ada;positif
Terima kasih ibu telah memberikan saya ilmu yang bermanfaat dan bukan sekedar nilai.Terimakasih atas motivasi motivasi yang selalu ibu berikan.;positif
Ketika waktu masih banyak dan materi sudah habis kami harapkan guru tetap memberikan wawasan baik hal apapun itu dan kami akan siap mendengarkan. Trimakasih;negatif
Semoga kedepannya bisa offline buk pak;negatif
Lebih ditingkatkan lagi dalam menyampaikan materinya pak;negatif
perbanyak diskusi dengan siswa, karena jika sesama Siswa yang berdiskusi mengenai pancasila maka diskusinya hanya menjadi debat kusir;negatif
sehat selalu dan panjang umur pak, semoga masuk surga;positif
Guru sudah memberikan materi dengan baik,mungkin kerena jadwal beliau yang penuh dan sering berubah sehingga banyak jadwal kelas yang juga berubah untuk brikutnya mungkin tetap dengan jadwal yang sudah ditentukan namun dilaksanakan secara asincronus jika guru berhalangan hadir;negatif
Pembelajarannya cukup dimengerti tetapi untuk tugasnya mencari literasinya cukup susah;negatif
memperbanyak kelas offline;negatif
Tolong untuk lebih memberi keringanan atau kemudahan dalam memberikan sebuah tugas atau hal hal lain nya terimakasih!;negatif
Kurang interaktif;negatif
Sudah baik dalam menyampaikan materi Pelajaran;positif
lebih ceria dan lebih interaksi dengan Siswa;positif
Proses pembelajaran yang ada selama kelas berlangsung sudah cukup baik, namun untuk penyampaian materi akan lebih baik disampaikan semua dulu sebelum diberikan tugas besar, dan semoga ke depannya bisa lebih baik lagi.;negatif
cepat sembuhhh pak;positif
Saya merasa suara Ibu terlalu kecil saat mengajar, sehingga tidak terdengar sampai ke bagian belakang kelas. Saran saya, ibu lebih mengeraskan suara nya agar terdedengarkan dari belakang kelas;negatif
Kalau ngasih nilai jangan pelit pak;negatif
baik;positif
perbanyak ceritanya, karena seru;positif
Penyampaian meteri yang sangat monoton dengan hanya membaca PPT;negatif
terlalu banyak mereview ulang materi yang membuat siswa/i merasa bosan dan kurangnya praktikum didalam kelas;negatif
semoga aja tugas Siswa semakin berkurang;negatif
Cara mengajarnya sangat interaktif dan mudah di mengerti.;positif
Untuk Bu sudah sangat membantu dalam pembelajaran;positif
Sangat mengerti siswanya;positif
No komen si bu THE BEST deh poko nya mah bu ,;positif
Sudah cukup bagus.;positif
Saran saya kedepannya jika praktikum jangan dibelakang pak tetap kontrol kami terkadang jangan menyerahkan semua kepada asprak pak kadang asprak sendiri masi belum cukup membantu untuk pemahaman kami;negatif
semoga lebih asik lagi dalam mengajar;negatif
Tetap mempertahankan konsistensi dan meningkatkan kualitas;positif
Tidak mengganti jadwal pelajaran yang sudah ditentukan;negatif
untuk model pembelajaran sudah baik, namun mungkin perlu variasi agar tidak bosan di kelas;negatif
mungkin bisa lebih detail dalam menjelaskan materi;negatif
Sudah sangat baik dalam membimbing dalam menyelesaikan tugas akir;positif
Saran saya Bu mengajar nya sangat memuaskan dan saya mampu memahami materi;positif
Guru sudah mampu menyampaikan materi dengan baik, tetapi masih kurang dalam membangun suasana kelas yang menyenangkan.;negatif
Guru Sudah memberi yang terbaik, Terimakasih Ibu Guru;positif
Siswa telat dialpha padahal Gurunya datang jg telat, jika Siswa salah namun benar saat menjawab ttp dianggap salah semoga kedepannya tidak begitu lagi;negatif
lebih sering masuk kelas pak;negatif
Kedepannya lebih di maksimalkan dalam pembawaan materi dan cara penyampaian materi, lebih fleksibel dalam memaklumi waktu pengajaran, lebih kreatif dalam penyampaian materi seperti membuat ppt yang kreatif agar dapat menarik minat belajar siswa, membangun komunikasi dengan siswa, membangun suasana yang asyik dan mengobrol dengan siswa.;negatif
Materi yang disampaikan dapat dipahami;positif
banyakin canda lgi pak;positif
Kerennnn;positif
tidak ada, karena sudah cukup keren untuk saya guru satu ini :);positif
Mungkin bisa sesekali muncul di zoom pembelajaran, tidak hanya di awal saja;negatif
Terkadang saya merasa kurang di perhatikan di saat pembelajaran, saya merasa pak lebih berinteraksi dengan Siswa yang lebih menonjol atau seperti yang lebih aktif atau lebih ia tau.;negatif
mantap sukses terus semoga semakin jaya;positif
Semua sudah baik, mungkin kedepannya bisa lebih baik lagi;positif
Bisa menyeleksi Asisten Praktikum lebih baik lagi;negatif
Tydac, terimakasih;positif
Gaada;positif
Mungkin bisa ditingkatkan lagi cara mengajarnya.;negatif
Tidak ada saran karena guru sangat baik;positif
penyampaian dan pemberian materi beserta tugas sudah cukup baik;positif
sudah sangat baik dalam mengajar dan semoga selalu terus dipertahankan;positif
Semoga lebih baik kedepannya;positif
lebih ditingkatkan aktivitas offline nya bu;negatif
Jangan banyak tugasnya pak;negatif
semoga mapel bu ini saya lulus bu dan saya harap ibu bisa memberi nilai yg baik;positif
tidak ada, overall sudah bagus;positif
sangat menyenangkan belajar manajemen pemasaran dalam memberikan materi juga mudah dipahami;positif
Lebih diperhatikan lagi dalam pemberian nilai;negatif
terimakasih atas ilmu ilmu yang telah bapak sampaikan,semoga ilmunya bermanfaat selalu;positif
menurut saya saran untuk saat ini belum ada;positif
sebaiknya lebih adil dalam hal waktu, jika ingin memberikan informasi terkait perubahan jadwal kelas sebaiknya diberikan paling lambat 2/3 jam sebelum kelas jangan ketika waktu kelas dan Siswa sudah di sekolah tapi malah jadwalnya dirubah, jadi online.;negatif
Mohon lebih kreatif dalam menyampaikan materi;negatif
Sangat cukup;positif
lebih bisa mengontrol emosi terutama terhadap Siswa baru yang masih beradaptasi;negatif
pertahankan ibu kinerja ibu sangat bagus;positif
Lebih baik kdepannya;positif
dapat melakukan koordinasi terlebih dahulu untuk membahas penggunaan waktu yang lebih efisien dalam mengajar.;negatif
Pertahankan gaya mengajarnya Bu;positif
mungkin lebih diperbanyak lagi interaksi dengan Siswa supaya lebih mengenal satu sama lain dan tercipta hubungan yang lebih erat bukan sekedar guru dan Siswa;negatif
semoga kedepannya bisa lebih baik lagi;positif
mantap buj;positif
terimakasih untuk 1 semester nya ibu;positif
tidak ada, sudah cukup baik;positif
Cukupp;positif
Banyak upset nya;negatif
lebih sabar lagi dalam mendidik;positif
tidk ada;positif
Tidak ad saran;positif
Lebih detail mungkin dalam penjelasan materi;negatif
Lebih jelas lagi dalam penyampaian informasi dan proses ketika terdapat jadwal Pelajaran;negatif
Semoga yang bagus tetapbdi pertahankan cara pembelajaran nnya, yang kurang di perbaiki lagi agar lebih bagus;positif
belom ada;positif
Mohon maaf Bu sebelumnya, untuk kedepan nya lebih kan lagi interaksi kepada Siswa agar Siswa lebih tertarik dan paham akan materi yang dibawakan, mungkin dengan menjelaskan contoh materi atau gambaran secara langsung menggunakan power point, terima kasih untuk bimbingan nya selama satu semester ini, semoga ilmu yang diberikan bisa menjadi untuk Ibu dan bermanfaat bagi saya dan temanteman sekalian, aamiin;negatif
menjadikan kritik dan saran dari Siswa sebagai semangat meningkatkan kualitas diri :);positif
Mantap;positif
jika menyampaikan materi tolong jangan terburu buru atau cepat cepat pak.;negatif
Bapak adalah guru yang perfect,terbaik terima kasih telah membimbing kami selama 1 semester ini.;positif
tolong menjelaskan materi jangan terburu buru;negatif
Perpindahan mapel sebaiknya diumumkan di grup chat agar tidak terjadi misscom;negatif
memberikan tugas dan deadline yg agak lebih lama;negatif
mantap bu;positif
lebih ramah lagi;negatif
Suaranya kurang tedengar;negatif
Tidak ada. Pak besttt!!!!;positif
Tetap Semangat;positif
Baik, tingkatkan kinerjanya kalau bisa lebih tepat waktu;negatif
mungkin kedepannya bisa d tingkatkan lagi dalam cara penyampaian materi;negatif
best;positif
Semoga kedepannya menjadi lebih baik;positif
sejauh ini sudah cukup baik;positif
Saran dari saya lebih mendekatkan kapada Siswa yang notabenya dari sma mereka atau saya sendiri masih blom memahami tentang alpro;negatif
Semoga lebih baik lagi dari semester ini;positif
terlalu sering libur;negatif
sudah baik. saya senang mempelajari RPL Capstone dengan bu;positif
lebih semangat lagi mengajarnya pak;positif
semoga kedepannya lebih terasa di ajari oleh pak . Sebab di semester ini, lebih terasa untuk belajar sendiri secara berkelompok.;negatif
Sama dengan atas;positif
Sangat tidak suka mapel yang online, lebih tepatnya malah saya tinggal bntu ortu;negatif
Penjelasan materi yang disampaikan juga sangat baik dan jelas untuk selanjutnya mungkin hanya ditingkatkan saja;positif
guru nya keren bisa menyampaikan materi tanpa teks tertulis.... beliau juga komukatif dan membuat setiap pertemuanya fun mantap pokoknya;negatif
Selama saya berPelajaran di sekolah ini, baru Pak yang dapat menyederhanakan Pelajaran yang terlihat rumit menjadi menyenangkan dan komunikatif. Materi cukup singkat dan jelas, praktikum berjalan dengan lancar;positif
Makasih pak, bu, semngat terus :);positif
Lebih meningkatkan lagi untuk pemberi materi;positif
Seperti yang tadi;positif
Untuk pembelajaran ke depan mungkin bisa memakai video tentang materi untuk pembelajaran;positif
materi mudah dipahami dengan cara memberi banyak contoh atau studi saat memberikan materi, saran saya tetap memberikan materi seperti sekarang;positif
Baik baik baik I like I like;positif
jangan mengandalkan penjelasan materi dari modul yang ibu kasih, mungkin lebih efektif kalau membuat ppt dari modul tersebut dan hasil coretcoretan untuk conoth soal sulit untuk dipahami;negatif
mungkin untuk kedepannya untuk memberikan materi Pelajaran lewat ppt and referensi jurnal, karena jika free course bisa untuk nilai / tugas tambahan saja bukan untuk materi utama Pelajaran, I think that's all thank you pak .;negatif
Saran supaya kelas pancasila diadakan offline agar Siswa lebih mengerti;negatif
seharusnya tidak mengiformasikan perubahan yg mendadak;negatif
Sudah sangat baik dalam menyampaikan Pelajaran, cuma kadang tugas yang diberikan sulit karena yang membuat soal itu sendiri asprak yang enggk ngotak tapi saya salut;positif
sebaiknya pak kalau menerangkan jangan cepatcepat;negatif
Untuk presensi kurang tepat;negatif
sudah sasngat baik;positif
perbanyak kelas offline biar lebih mudah menerima materi;negatif
Semangat pak;positif
Sering berkomunikasi dengan Siswa dan dapat mengarahkan Siswa kepada apa yang dicitacitakan;negatif
terimakasih bu satu semester ini;positif
Semoga bapak sehat selalu;positif
lebih baik kelas diadakan offline. terimakasih;negatif
Guru tersabar;positif
Materi dan praktikum relevan untuk Siswa dapat memahami dasar dari dunia hacking  kemanan siber;positif
tidak ada saran semua sudah sangat baik;positif
Ku kira seperti di film hacker ternyata cuman materi saja.;negatif
Alhamdulillah sejauh ini sangat baik;positif
Mungkin karena guru LB jarang memberikan materi secara offline, kalau bisa rekrut guru SI secara internal karena kami ingin responsi terkait final project jadi menunggu Gurunya ke sekolah terlebih dahulu.;negatif
sudah baik semoga bisa dipertahankan;positif
Ibu Guru sudah sangat baik dalam berinteraksi maupun memberi materi, Namun Ibu Guru masih terlalu banyak mengosongkan kelas, saya harap Ibu Guru lebih sering hadir;negatif
Selesai kelas diberi pembelajaran video untuk mendalami materi hari ini.;negatif
Semoga konsisten Ibu;positif
tolong tingkatkan lagi dalam memberikan kerincian yang jelas terkait tugas tugas yang diberikan;negatif
Cara mengajarnya sangat interaktif dan mudah di mengerti.;positif
Pembawaan materi hanya sekedar membaca ppt;negatif
mungkin untuk materinya bisa bu harum sampaikan agar kami lebih memahaminya. terimakasih bu;negatif
Terimakasih pak;positif
tolong untuk memberikan pengarahan dengan jelas dan terperinci saat Siswa yang bertanya melalui media whatsaap, karena penjelasan yang singkat belum tentu mudah di pahami oleh Siswa;negatif
mungkin bisa direkomendasi buku atau website referensi soalsoal yang lebih beragam;negatif
Untuk pemberian materi, jika ada kendala dalam melakukan di kelas offline maka sebaiknya bisa dilaksanakan dengan online karena untuk bisa mengejar materi dan waktu;negatif
Cukup baik;positif
Saya suka sekali materinya dengan.;positif
materi sudah saya terima dengan baik dan jelas semoga kedepanya lebih baik amin;positif
materi yang dijelaskan oleh guru sudah sangat baik;positif
sarannya kalau bisa mengajar secara offline langsung ke sekolah;negatif
Segala Materi dan tugas yang sudah diberikan sudah cukup baik;positif
semoga tetap konsisten performa mengajarnya;positif
Dapat lebih baik lagi kedepannya;positif
sudah sangat baik penyampian dari pak tetapi untuk jadwalnya kurang pas di siang hari hehee;positif
semoga pembelajaran bisa di adakan secara offline;negatif
semoga bapak jelasinnya gk cepet cepet lgi :(;negatif
butuh lebih pendekatan pada Siswa;negatif
semoga kedepannya lebih baik lagi,dan semoga kedepannya memberi tugas sesuai dengan pelajaran yang diberikan;negatif
Bu guru sudah memenuhi semua aspek dengan sangat baik.;positif
terimakasih untuk ilmu dan wawasan nya Pak.;positif
Keseluruhan sangat baik;positif
Semoga kedepannya lebih baik lagi dalam memberikan materi;positif
Sangat bagus;positif
Semoga menjadi lebih baik dalam mengajar kedepannya;positif
Semoga kedepannya lebih semangat & lebih baik lagi dalam menyampaikan materi Pelajarannya;positif
Thanks sir;positif
Semoga Kedepannya mapel ini lebih banyak pertemuan Offline;negatif
Tolong lebih tepat waktu dalam memberi tempat pengumpulan tugas dan memperjelas tugas yang diberikan;negatif
Kedepannya tugasnya menjadi lebih dikit;negatif
Semoga sukses dan sehat selalu;positif
PAK AYO NGOPI;positif
terima kasih pak atas ilmu yang diberikan selama satu semester ini;positif
mungkin bisa menggunakan zoom premium dalam menunjang pembelajaran agar lebih efektif;negatif
Jaringan;positif
semangat dan rajin terus dalam mengajar maupun kesekolah pak/buk;positif
semoga lebih baik lagi untuk bu;positif
mengajarnya sangat seru dan menarik;positif
Tolong materi Pelajaran (yang dibawakan tamu) segara di upload di elearning. Untuk segera dipelajari Bu;negatif
Asik;positif
deadline pengumpulan tugas ditambah sedikit.;negatif
lebih adil dalam waktu selesai kelas, oke kalau kita Siswa masuknya jam 3 selesai ashar ada keterlambatan jadi pulangnya molor gapapa, tapi kalau kita masuk sesuai jadwal sebelum ashar tapi kenapa jam pulangya tetap molor seperti kelas habis ashar.;negatif
Saran Ketika mengajar suaranya agak di kerasin dikit aja pak, selebihnya bagus kok. Terbaik;negatif
saran untuk GuruGuru yaitu menerapkan metode pembelajaran yang menarik dan mudah dipahami, dan mengutamakan kepahaman bukan hanya menyampaikan materi.;negatif
Pertahankan dalam mengundang guru atau mentor dari luar itu sangat bermanfaat untuk menambah wawasan Siswa;positif
Saran dari saya untuk Pelajaran matematika ini mungkin agar pengajaran kelas berikutnya tidak melalui video record, terimakasih;negatif
Sangat menyenangkan;positif
Semoga makin bener;positif
Meskipun punya asisten Guru, mungkin bapaknya bisa muncul di zoom sesekali. Terimakasih;negatif
Lebih ditingkatkan lagi cara mengajarnya sebagai guru dan guru mengatakan kalau sehabis uts diadakan pembelajaran semacam praktikum tapi nyatanya tidak jadi dan guru sering absen dan hanya diganti penugasan rangkuman.;negatif
Mungkin bisa terus dipertahankan dalam interaksi dengan Siswa agar Siswa dapat lebih maksimal dalam berinteraksi dengan guru dan menyerap materi yang diberikan;positif
Semangat dan sehat selalu pakk;positif
Ayok bisa offline;negatif
Cara mengajar dan penyampaian materi yang Bapak berikan sudah bagus.;positif
untuk pembelajaran sudah cukup baik mungkin sedikit saran, untuk cara mengajarnya mungkin sedikit lebih di pelankan supaya kami bisa lebih paham dengan materi yang diajarkan;negatif
Tidak ada sudah sangat baik;positif
Ga ada saran semua dah bagus;positif
Menjelaskan terlalu cepat;negatif
dalam penyampaian bagus.;positif
penyampaian materi dari beliau sangat baik dan juga mudah dipahami selalu diberikan contoh atau studi kasus yang relevan,yang biasanya jadi kendala adalah presentasi yang kurang relevan dari topik untuk kedepan nya mungkin presentasi bisa di edit atau dibuat oleh beliau;negatif
Bu guru sudah memenuhi semua aspek dengan baik.;positif
makasii pak;positif
kritik saya mungkin bu sering terlambat ketika masuk kelas, dan kurangnya info mengenai kejelasan Pelajaran jadi saya sebagai Siswa yang PP kalau cuma mapel bu tetapi tidak ada info kalau sudah masuk kelas kalau ga ada kelas sering kecewa karena jarak saya ke sekolah 30km...;negatif
tidak ada saran untuk pak . pak the best;positif
overall sudah sangat baik;positif
Semangat mengajar;positif
Tetap di pertahankan cara mengajar seperti ini karena suka dengan cara mengajar pak mudah di mengerti karena penjelasannya sangat detail;positif
tidak ada saran,Bu sangat baik saat menjelaskan materi di kelas;positif
SEMOGA SEHAT SELALU IBU;positif
Pak seru kalau ngajar;positif
lebih banyak memberikan latihan latihan soal;positif
sudah cukup baik tapi lebih baik lagi jika penyampaian materi jangan ceramah;negatif
semoga lebih maju untuk kedepannya;positif
Saran: tingkat kan terus Bu .... Semenjak ibu mengajar mapel matematika ini saya semakin paham Bu... terimakasih ¿¿¿¿;positif
Menjelaskannya harus lebih jelas lagi;negatif
Bagian hitunghitungan cukup banyak yang harus dihapal, sedangkan perhitungan asli setiap perusahaan pastinya berbeda. Namun pengajarannya Bu sudah memberikan garis besar untuk menentukan masa depan pembelian maupun keinginan pembeli.;negatif
Agar nantinya bisa mengikuti pembelajaran tatap muka dengan Bu;positif
Saran saya untuk guru pengampu Pelajaran manajemen proyek, bu , supaya dapat meningkatkan cara penyampaian materi menjadi lebih baik lagi sehungga mudah dimengerti. Terima kasih;negatif
Gurunya seru;positif
no comment, joss tenan. Semoga sukses dan sehat selalu untuk pak;positif
Menurut saya, jika mengajar suara beliau bisa di pertegas dalam menyampaikan materi;negatif
Terus tingkatkan yang terbaik untuk Siswa agar lebih berkompeten;positif
Untuk alat praktikum nya tolong yang bagus banyak yang bermasalah dan banyak yang kurang;negatif
Semakin bagus;positif
Untuk kedepannya pemberian materi lebih lengkap dulu sebelum melakukan praktikum;negatif
terimkasih banyak ibu;positif
Lebih mengetahui atau memaklumi situasi Siswa;negatif
bagus dalam memberikan materi;positif
Sebaiknya materi disampaikan dengan baik, tidak melalui presentasi saja.;negatif
tetap semangat buat guru;positif
Sehat selalu pak;positif
Jadwal nya jangan berubah;negatif
diperbanyak lagi untuk tugas latihan soal agar materi bisa lebih di pahami;negatif
untuk pengajaran sudah fleksibel;positif
tidak ada;positif
Sangat baik dalam penyampaian materi pak;positif
Sudah baik dalam menyampaikan materi dan memberi masukan untuk tugastugas yang diberikan;positif
Terimakasih atas Ilmunya;positif
mudah dipahami tetapi lebih baik saat menerangkan lebih sedikit perlahan;negatif
Untuk lebih spesifik dalam memberikan deskripsi tugas.;negatif
Pembelajaran seru;positif
terimakasih bu;positif
Materi yang diberikan sangat baik tetapi literasi jika belajar mandiri sulit untuk ditemukan melalui channel youtube;positif
Tetap semangat untuk mengajarnya sehat selalu...;positif
Kalau ngasih contoh soal yang banyak pak agar waktu ngerjain TP ngga kesusahan;negatif
Kalo bisa bu menemukan cara cepat untuk mengerjakan rumus Matematika :D;positif
sip;positif
Kesan saya bapak ini orangnya sangat baik walaupun terlihat tegas tapi aslinnya baik banget, mudah diajak bercanda, dan pesan dari saya;positif
Mengajarnya menyenangkan;positif
semoga saya diberi nilai yg terbaik dan lulus mapel ini aminn agar bisa segera wisuda;positif
sangat baik, selalu menjadi favorite saya, saran untuk guru ini kedepannya selalu humble seperti ini dan menjelaskannya hikmah seperti ini, semoga istiqomah dalam kebaikan;positif
Alhamdulillah untuk semua sudah cukup baik;positif
sudah sangat baik tapi sedikit terlalu cepat dalam penyampaian materi;negatif
Sudah baik dalam segi pembelajaran karena saat menyampaikan materi guru memberikan feedback kepada siswanya.;positif
sudah baik semoga dipertahankan;positif
overall cukup baik;positif
lebih baik offline saja pak agar sesi diskusi lebih interaktif;negatif
tidak ada, terima kasih pak selama satu semester ini, sehat selalu pak.;positif
Lebih baik lagi kedepennya;positif
kedepannya untuk lebih responsif lagi;positif
terimkasih bapak!!;positif
lebih tegas terhadap siswanya;negatif
Sudah sangat baik, namun mungkin sedikit lebih di perlahan dalam penyampaian materi;negatif
Semangat;positif
sudah bagus bu;positif
