Survey,clean_text,Label
Kurang menggunakan waktu belajar secara efektif,kurang guna waktu ajar efektif,negatif
Penjelasan teori tanpa contoh membuat bingung,jelas teori contoh buat bingung,negatif
Tugas tidak dibahas kembali di pertemuan berikutnya,tugas tidak bahas di temu ikut,negatif
Sering melewati topik penting,sering lewat topik penting,negatif
Tidak memberikan umpan balik setelah ujian,tidak beri umpan balik uji,negatif
Kadang tidak hadir tanpa pemberitahuan,kadang tidak hadir pemberitahuan,negatif
Materi terasa kurang relevan dengan jurusan,materi asa kurang relevan jurus,negatif
Kurang melibatkan siswa dalam diskusi,kurang libat siswa diskusi,negatif
Penjelasan cenderung monoton dan membosankan,jelas cenderung monoton bosan,negatif
Guru kurang mempersiapkan materi dengan baik,guru kurang siap materi baik,negatif
Tidak ada latihan tambahan untuk memperkuat materi,tidak latih tambah kuat materi,negatif
Kurang menjelaskan tujuan pembelajaran,kurang jelas tuju ajar,negatif
Tugas akhir sulit karena kurang penjelasan,tugas akhir sulit kurang jelas,negatif
Sering melewatkan waktu tanya jawab,sering lewat waktu tanya jawab,negatif
Kurang memberikan arahan yang jelas saat praktikum,kurang beri arah jelas praktikum,negatif
Tidak terlalu sabar menjawab pertanyaan siswa,tidak terlalu sabar jawab tanya siswa,negatif
Guru kadang mengajar dengan nada yang kurang ramah,guru kadang ajar nada kurang ramah,negatif
Materi video pembelajaran kurang jelas,materi video ajar kurang jelas,negatif
Terlalu banyak teori yang sulit diaplikasikan,terlalu banyak teori sulit aplikasi,negatif
Sering memberikan tugas mendadak,sering beri tugas dadak,negatif
Instruksi di LMS kadang tidak sesuai dengan yang dijelaskan,instruksi lms kadang tidak sesuai yang jelas,negatif
Guru jarang melakukan evaluasi hasil belajar,guru jarang laku evaluasi hasil ajar,negatif
Tidak memberikan bahan referensi tambahan,tidak beri bahan referensi tambah,negatif
Tugas dikumpulkan tapi jarang diberi umpan balik,tugas kumpul jarang beri umpan balik,negatif
Kurang transparan dalam pemberian nilai akhir,kurang transparan beri nilai akhir,negatif
Penjelasan terasa terburu-buru,jelas asa buru buru,negatif
Siswa kurang diberi kesempatan untuk berpendapat,siswa kurang beri sempat dapat,negatif
Guru kadang tidak menyesuaikan materi dengan kemampuan siswa,guru kadang tidak sesuai materi mampu siswa,negatif
Terlalu bergantung pada slide presentasi,terlalu gantung slide presentasi,negatif
Jarang mengadakan sesi diskusi,jarang ada sesi diskusi,negatif
Tidak ada variasi dalam metode pembelajaran,tidak variasi metode ajar,negatif
Penjelasan konsep sulit dipahami karena terlalu cepat,jelas konsep sulit paham terlalu cepat,negatif
Guru kurang tegas dalam mengatur kelas,guru kurang tegas atur kelas,negatif
Kurang memberikan motivasi ketika siswa lelah belajar,kurang beri motivasi siswa lelah ajar,negatif
Tugas sering diberikan tanpa batas waktu yang jelas,tugas sering beri batas waktu jelas,negatif
Guru tidak mengoreksi kesalahan siswa dengan jelas,guru tidak koreksi salah siswa jelas,negatif
Materi jarang diperbarui sesuai perkembangan terbaru,materi jarang baru sesuai kembang baru,negatif
Kurang memberi penghargaan atas usaha siswa,kurang beri harga atas usaha siswa,negatif
Penjelasan kadang tidak sesuai dengan catatan siswa,jelas kadang tidak sesuai catat siswa,negatif
Guru tidak terlalu aktif berinteraksi di kelas online,guru tidak terlalu aktif interaksi kelas online,negatif
Sering membiarkan siswa bingung tanpa penjelasan tambahan,sering biar siswa bingung jelas tambah,negatif
Tidak melakukan refleksi di akhir pelajaran,tidak laku refleksi akhir ajar,negatif
Guru kadang tidak menjelaskan alasan dari setiap tugas,guru kadang tidak jelas alas tiap tugas,negatif
Kurang memberi perhatian pada siswa yang kesulitan mengikuti,kurang beri perhati siswa sulit ikut,negatif
Materi terasa kurang menarik dan sulit dipahami,materi asa kurang tarik sulit paham,negatif
Guru terlalu cepat dalam menjelaskan sehingga sulit dipahami,guru terlalu cepat jelas sulit paham,negatif
Materi sering tidak disertai contoh yang jelas,materi sering tidak serta contoh jelas,negatif
Kurang interaksi dengan siswa selama pembelajaran,kurang interaksi siswa lama ajar,negatif
Penjelasan guru kurang terstruktur,jelas guru kurang struktur,negatif
Sering melewatkan topik penting tanpa pembahasan mendalam,sering lewat topik penting bahas dalam,negatif
Guru tampak kurang menguasai materi tertentu,guru tampak kurang kuasa materi tentu,negatif
Pembelajaran terasa membosankan karena metode yang monoton,ajar asa bosan metode monoton,negatif
Tidak memberikan panduan jelas sebelum ujian,tidak beri pandu jelas belum uji,negatif
Tugas diberikan tanpa penjelasan yang memadai,tugas beri jelas pada,negatif
Kurang memperhatikan siswa yang tertinggal,kurang perhati siswa tinggal,negatif
Guru jarang hadir tepat waktu,guru jarang hadir tepat waktu,negatif
Penilaian tidak dijelaskan dengan transparan,nilai tidak jelas transparan,negatif
Sering melewati jadwal kelas tanpa konfirmasi,sering lewat jadwal kelas konfirmasi,negatif
Instruksi yang diberikan kadang membingungkan,instruksi beri kadang bingung,negatif
Kurang memberikan contoh aplikasi nyata dari teori,kurang beri contoh aplikasi nyata teori,negatif
Materi terasa tidak relevan dengan kebutuhan siswa,materi asa tidak relevan butuh siswa,negatif
Guru tidak meninjau ulang tugas yang sudah dikumpulkan,guru tidak tinjau ulang tugas sudah kumpul,negatif
Penjelasan sering tidak sesuai dengan materi di modul,jelas sering tidak sesuai materi modul,negatif
Kurang memberikan dorongan untuk berpikir kritis,kurang beri dorong pikir kritis,negatif
Guru jarang memberikan waktu untuk bertanya,guru jarang beri waktu tanya,negatif
Metode pembelajaran tidak bervariasi,metode ajar tidak variasi,negatif
Penjelasan sering berputar-putar dan tidak fokus,jelas sering putar putar tidak fokus,negatif
Guru terlalu sering menggunakan istilah sulit,guru terlalu sering guna istilah sulit,negatif
Siswa sulit memahami karena kurangnya penjelasan detail,siswa sulit paham kurang jelas detail,negatif
Guru terlihat kurang antusias saat mengajar,guru lihat kurang antusias ajar,negatif
Materi yang disampaikan tidak sesuai dengan jadwal,materi sampai tidak sesuai jadwal,negatif
Kurang memberikan latihan sebelum ujian,kurang beri latih belum uji,negatif
Terlalu cepat berpindah topik tanpa memastikan siswa paham,terlalu cepat pindah topik pasti siswa paham,negatif
Guru kurang memperhatikan waktu belajar efektif,guru kurang perhati waktu ajar efektif,negatif
Pembelajaran tidak melibatkan partisipasi aktif siswa,ajar tidak libat partisipasi aktif siswa,negatif
Tugas kelompok sering tidak dijelaskan peran masing-masing,tugas kelompok sering tidak jelas peran masing masing,negatif
Guru jarang memberikan umpan balik yang membangun,guru jarang beri umpan balik bangun,negatif
Kurang memberikan kesempatan untuk diskusi terbuka,kurang beri sempat diskusi buka,negatif
Tidak membahas soal latihan secara detail,tidak bahas soal latih detail,negatif
Guru kurang sabar menghadapi pertanyaan siswa,guru kurang sabar hadap tanya siswa,negatif
Materi yang diberikan kurang up-to-date,materi beri kurang up to date,negatif
Sering terjadi miskomunikasi antara guru dan siswa,sering jadi miskomunikasi guru siswa,negatif
Guru jarang memberikan penjelasan tambahan setelah tugas,guru jarang beri jelas tambah tugas,negatif
Tidak ada review di akhir pembelajaran,tidak review akhir ajar,negatif
Guru jarang menanyakan apakah siswa sudah memahami,guru jarang tanya siswa paham,negatif
Penjelasan teori terlalu panjang tanpa contoh nyata,jelas teori terlalu panjang contoh nyata,negatif
Guru kadang tidak menanggapi pertanyaan di kelas online,guru kadang tidak tanggap tanya kelas online,negatif
Materi yang disampaikan sering melompat-lompat,materi sampai sering lompat lompat,negatif
Kurang membangun suasana belajar yang nyaman,kurang bangun suasana ajar nyaman,negatif
Tugas kadang tidak sesuai dengan topik pembelajaran,tugas kadang tidak sesuai topik ajar,negatif
Guru tidak menjelaskan tujuan dari setiap tugas,guru tidak jelas tuju tiap tugas,negatif
Sulit memahami karena penyampaian kurang sistematis,sulit paham sampai kurang sistematis,negatif
Guru sering mengulang topik yang sama tanpa alasan,guru sering ulang topik sama alas,negatif
Tidak ada panduan belajar tambahan untuk siswa,tidak pandu ajar tambah siswa,negatif
Guru jarang mengadakan evaluasi pemahaman,guru jarang ada evaluasi paham,negatif
Pembelajaran terasa terlalu pasif,ajar asa terlalu pasif,negatif
Instruksi pengerjaan proyek kurang jelas,instruksi kerja proyek kurang jelas,negatif
Guru jarang memberikan contoh hasil tugas yang baik,guru jarang beri contoh hasil tugas baik,negatif
Penilaian sering terasa tidak adil,nilai sering asa tidak adil,negatif
Guru terlalu bergantung pada materi slide,guru terlalu gantung materi slide,negatif
Kurang membangun keterlibatan siswa dalam pembelajaran,kurang bangun libat siswa ajar,negatif
Materi video pembelajaran kualitasnya kurang baik,materi video ajar kualitas kurang baik,negatif
Guru kurang memperhatikan waktu istirahat siswa,guru kurang perhati waktu istirahat siswa,negatif
Tugas sering dikumpulkan tanpa umpan balik,tugas sering kumpul umpan balik,negatif
Penjelasan di kelas sering tidak konsisten,jelas kelas sering tidak konsisten,negatif
Guru terlalu banyak memberikan teori,guru terlalu banyak beri teori,negatif
Kurang menjelaskan langkah-langkah pemecahan soal,kurang jelas langkah langkah pecah soal,negatif
Siswa sering kebingungan dalam memahami perintah tugas,siswa sering bingung paham perintah tugas,negatif
Guru jarang membahas hasil ulangan bersama siswa,guru jarang bahas hasil ulang sama siswa,negatif
Kurang memfasilitasi siswa yang kesulitan memahami,kurang fasilitas siswa sulit paham,negatif
Guru tidak menyesuaikan gaya mengajar dengan kemampuan siswa,guru tidak sesuai gaya ajar mampu siswa,negatif
Sering mengakhiri kelas sebelum waktunya,sering akhir kelas belum waktu,negatif
Instruksi di platform online kadang membingungkan,instruksi platform online kadang bingung,negatif
Guru kurang aktif dalam menjawab pesan siswa,guru kurang aktif jawab pesan siswa,negatif
Penjelasan terasa tidak konsisten antar pertemuan,jelas asa tidak konsisten antar temu,negatif
Guru tidak menjelaskan cara penilaian secara detail,guru tidak jelas cara nilai detail,negatif
Pembelajaran tidak interaktif dan cenderung satu arah,ajar tidak interaktif cenderung satu arah,negatif
Kurang memotivasi siswa untuk belajar mandiri,kurang motivasi siswa ajar mandiri,negatif
Materi terasa terlalu padat dalam satu pertemuan,materi asa terlalu padat satu temu,negatif
Guru jarang memberikan ringkasan di akhir pembelajaran,guru jarang beri ringkas akhir ajar,negatif
Tidak menjelaskan konteks sebelum menjelaskan konsep,tidak jelas konteks belum jelas konsep,negatif
Guru terlalu formal sehingga suasana belajar kaku,guru terlalu formal suasana ajar kaku,negatif
Tugas proyek sering diberikan tanpa panduan,tugas proyek sering beri pandu,negatif
Materi terasa tidak tersusun dengan baik,materi asa tidak susun baik,negatif
Guru sering terburu-buru saat menjelaskan,guru sering buru buru jelas,negatif
Kurang mendengarkan pendapat siswa,kurang dengar dapat siswa,negatif
Instruksi pengerjaan tugas kadang berubah-ubah,instruksi kerja tugas kadang ubah ubah,negatif
Guru kurang memahami kondisi siswa,guru kurang paham kondisi siswa,negatif
Penjelasan di kelas kadang tidak sinkron dengan modul,jelas kelas kadang tidak sinkron modul,negatif
Guru jarang memanfaatkan teknologi pembelajaran,guru jarang manfaat teknologi ajar,negatif
Pembelajaran terlalu berorientasi nilai,ajar terlalu orientasi nilai,negatif
Guru jarang memberikan contoh latihan yang relevan,guru jarang beri contoh latih relevan,negatif
Kurang adanya refleksi pembelajaran,kurang ada refleksi ajar,negatif
Guru kurang memberikan bimbingan untuk ujian akhir,guru kurang beri bimbing uji akhir,negatif
Penjelasan sering terlalu teknis,jelas sering terlalu teknis,negatif
Guru jarang menanyakan progres tugas,guru jarang tanya progres tugas,negatif
Kurang menjelaskan fungsi dan tujuan praktikum,kurang jelas fungsi tuju praktikum,negatif
Guru jarang memberikan umpan balik personal,guru jarang beri umpan balik personal,negatif
Tidak memberikan alternatif sumber belajar tambahan,tidak beri alternatif sumber ajar tambah,negatif
Guru terlalu banyak memberikan tugas individu,guru terlalu banyak beri tugas individu,negatif
Instruksi soal ujian kadang membingungkan,instruksi soal uji kadang bingung,negatif
Kurang menjelaskan konsep dasar sebelum lanjut ke topik baru,kurang jelas konsep dasar belum lanjut topik baru,negatif
Guru jarang mengulas hasil kuis,guru jarang ulas hasil kuis,negatif
Kurang mengaitkan teori dengan dunia nyata,kurang kait teori dunia nyata,negatif
Guru sering lupa memberikan pengumuman penting,guru sering lupa beri umum penting,negatif
Tidak ada klarifikasi setelah materi disampaikan,tidak klarifikasi materi sampai,negatif
Guru jarang memberikan panduan belajar mandiri,guru jarang beri pandu ajar mandiri,negatif
Penjelasan kadang terlalu singkat,jelas kadang terlalu singkat,negatif
Guru terlalu cepat menyimpulkan pelajaran,guru terlalu cepat simpul ajar,negatif
Kurang adanya kegiatan interaktif dalam kelas,kurang ada giat interaktif kelas,negatif
Tugas tidak dijelaskan secara bertahap,tugas tidak jelas tahap,negatif
Guru kurang memperhatikan siswa yang tidak aktif,guru kurang perhati siswa tidak aktif,negatif
Pembelajaran terasa tidak terarah,ajar asa tidak arah,negatif
Materi sulit dipahami karena penjelasan terlalu umum,materi sulit paham jelas terlalu umum,negatif
Guru tidak memberikan motivasi tambahan,guru tidak beri motivasi tambah,negatif
Jarang mengadakan sesi tanya jawab di akhir kelas,jarang ada sesi tanya jawab akhir kelas,negatif
Kurang memperhatikan keberagaman gaya belajar siswa,kurang perhati agam gaya ajar siswa,negatif
Guru jarang melakukan refleksi hasil pembelajaran,guru jarang laku refleksi hasil ajar,negatif
Instruksi tugas akhir kurang detail,instruksi tugas akhir kurang detail,negatif
Materi terasa tumpang tindih antar pertemuan,materi asa tumpang tindih antar temu,negatif
Guru kadang salah memberikan informasi,guru kadang salah beri informasi,negatif
Tidak ada klarifikasi atas kesalahan di materi,tidak klarifikasi atas salah materi,negatif
Guru jarang memeriksa pemahaman siswa,guru jarang periksa paham siswa,negatif
Penjelasan terlalu cepat dan tidak disertai catatan,jelas terlalu cepat tidak serta catat,negatif
Guru kurang fleksibel terhadap jadwal tambahan,guru kurang fleksibel jadwal tambah,negatif
Pembelajaran terasa terlalu serius tanpa variasi,ajar asa terlalu serius variasi,negatif
Guru jarang memberikan pujian atas usaha siswa,guru jarang beri puji atas usaha siswa,negatif
Tugas sering dikumpulkan tanpa feedback,tugas sering kumpul feedback,negatif
Guru kurang aktif dalam mengelola forum diskusi,guru kurang aktif kelola forum diskusi,negatif
Tidak ada pembahasan contoh soal sulit,tidak bahas contoh soal sulit,negatif
Guru jarang menjelaskan kembali topik yang belum dipahami,guru jarang jelas topik belum paham,negatif
Penilaian akhir tidak disertai alasan yang jelas,nilai akhir tidak serta alas jelas,negatif
Guru terlalu fokus pada presentasi,guru terlalu fokus presentasi,negatif
Kurang adanya variasi metode pembelajaran,kurang ada variasi metode ajar,negatif
Guru jarang memberikan motivasi belajar,guru jarang beri motivasi ajar,negatif
Materi terasa berat untuk dipahami sendiri,materi asa berat paham sendiri,negatif
Guru kurang tanggap terhadap pertanyaan mendadak,guru kurang tanggap tanya dadak,negatif
Penjelasan kadang tidak sesuai dengan yang tertulis,jelas kadang tidak sesuai yang tulis,negatif
Kurang memberikan arahan dalam proyek kelompok,kurang beri arah proyek kelompok,negatif
Guru tidak meninjau ulang hasil pembelajaran,guru tidak tinjau ulang hasil ajar,negatif
Kurang adanya komunikasi dua arah,kurang ada komunikasi arah,negatif
Guru terlalu cepat menutup sesi belajar,guru terlalu cepat tutup sesi ajar,negatif
Penjelasan terlalu umum dan tidak detail,jelas terlalu umum tidak detail,negatif
Guru jarang memberikan kesempatan siswa mempresentasikan,guru jarang beri sempat siswa presentasi,negatif
Pembelajaran terasa kurang berfokus pada praktik,ajar asa kurang fokus praktik,negatif
Guru tidak menjelaskan konteks materi dengan baik,guru tidak jelas konteks materi baik,negatif
Kurang adanya latihan interaktif di kelas,kurang ada latih interaktif kelas,negatif
Guru tidak memberi panduan cara belajar di rumah,guru tidak beri pandu cara ajar rumah,negatif
Siswa sering bingung dengan arahan yang berubah,siswa sering bingung arah ubah,negatif
Guru jarang menggunakan contoh dari kehidupan nyata,guru jarang guna contoh hidup nyata,negatif
Materi terasa ketinggalan dari perkembangan terbaru,materi asa tinggal kembang baru,negatif
Guru kurang memperhatikan hasil refleksi siswa,guru kurang perhati hasil refleksi siswa,negatif
Penjelasan cenderung terlalu cepat,jelas cenderung terlalu cepat,negatif
Guru jarang memberikan feedback individual,guru jarang beri feedback individual,negatif
Tugas tidak sesuai dengan tingkat kemampuan siswa,tugas tidak sesuai tingkat mampu siswa,negatif
Kurang adanya bimbingan dalam memahami soal ujian,kurang ada bimbing paham soal uji,negatif
Guru sering melewati pembahasan topik penting,guru sering lewat bahas topik penting,negatif
Penilaian tidak konsisten antar tugas,nilai tidak konsisten antar tugas,negatif
Guru jarang hadir di kelas daring,guru jarang hadir kelas daring,negatif
Materi terasa kurang lengkap,materi asa kurang lengkap,negatif
Guru tidak mengulas hasil ujian,guru tidak ulas hasil uji,negatif
Kurang melakukan komunikasi aktif dengan siswa,kurang laku komunikasi aktif siswa,negatif
Guru jarang memberikan saran perbaikan,guru jarang beri saran baik,negatif
Tugas terasa berat karena kurang penjelasan,tugas asa berat kurang jelas,negatif
Guru jarang membuat suasana belajar menyenangkan,guru jarang buat suasana ajar senang,negatif
Kurang ada keterlibatan siswa saat pembelajaran,kurang libat siswa ajar,negatif
Guru tidak memberikan catatan pendukung,guru tidak beri catat dukung,negatif
Instruksi belajar kadang tidak sesuai dengan praktiknya,instruksi ajar kadang tidak sesuai praktik,negatif
Guru jarang memberikan contoh penerapan nyata,guru jarang beri contoh terap nyata,negatif
Pembelajaran terasa kurang berfokus pada pemahaman,ajar asa kurang fokus paham,negatif
Guru tidak menyesuaikan kecepatan mengajar dengan siswa,guru tidak sesuai cepat ajar siswa,negatif
Kurang memberikan revisi setelah evaluasi,kurang beri revisi evaluasi,negatif
Guru sering menunda pemberian nilai,guru sering tunda beri nilai,negatif
Materi terasa membingungkan karena kurang struktur,materi asa bingung kurang struktur,negatif
Guru tidak memberikan ringkasan materi penting,guru tidak beri ringkas materi penting,negatif
Terlalu banyak tugas tanpa pembahasan,terlalu banyak tugas bahas,negatif
Guru kurang menyiapkan bahan ajar dengan baik,guru kurang siap bahan ajar baik,negatif
Penjelasan tidak disertai visual pendukung,jelas tidak serta visual dukung,negatif
Guru jarang memberikan tugas yang menantang,guru jarang beri tugas tantang,negatif
Pembelajaran terasa tidak efektif secara waktu,ajar asa tidak efektif waktu,negatif
Guru tidak memberikan klarifikasi hasil diskusi,guru tidak beri klarifikasi hasil diskusi,negatif
Materi sering diulang tanpa alasan jelas,materi sering ulang alas jelas,negatif
Guru kurang memperhatikan hasil kerja kelompok,guru kurang perhati hasil kerja kelompok,negatif
Tidak ada tindak lanjut setelah ujian,tidak tindak lanjut uji,negatif
Guru jarang mengulas kesalahan umum siswa,guru jarang ulas salah umum siswa,negatif
Kurang memberi contoh penerapan dalam kehidupan sehari-hari,kurang beri contoh terap hidup hari hari,negatif
Guru tidak mengupdate bahan ajar secara berkala,guru tidak mengupdate bahan ajar kala,negatif
Tugas terasa tidak sesuai dengan materi,tugas asa tidak sesuai materi,negatif
Guru tidak menyampaikan harapan pembelajaran dengan jelas,guru tidak sampai harap ajar jelas,negatif
Kurang melakukan tanya jawab di awal kelas,kurang laku tanya jawab awal kelas,negatif
Guru jarang memberikan panduan belajar tambahan,guru jarang beri pandu ajar tambah,negatif
Materi terasa tidak menarik,materi asa tidak tarik,negatif
Guru terlalu formal dalam menyampaikan pelajaran,guru terlalu formal sampai ajar,negatif
Kurang memberikan pembelajaran berbasis proyek,kurang beri ajar bas proyek,negatif
Guru jarang memberikan pembahasan tambahan di luar jam,guru jarang beri bahas tambah luar jam,negatif
Penilaian terasa tidak transparan,nilai asa tidak transparan,negatif
Guru jarang menindaklanjuti hasil diskusi,guru jarang menindaklanjuti hasil diskusi,negatif
Materi yang disampaikan kurang relevan dengan praktik kerja,materi sampai kurang relevan praktik kerja,negatif
Guru tidak memberikan revisi atas hasil evaluasi,guru tidak beri revisi atas hasil evaluasi,negatif
Kurang menjelaskan hubungan antar topik,kurang jelas hubung antar topik,negatif
Guru jarang memberikan arahan yang jelas saat ujian,guru jarang beri arah jelas uji,negatif
Materi disampaikan terlalu cepat tanpa jeda,materi sampai terlalu cepat jeda,negatif
Guru kurang memperhatikan dinamika kelas,guru kurang perhati dinamika kelas,negatif
Pembelajaran terasa monoton setiap minggu,ajar asa monoton minggu,negatif
Guru tidak memberikan perbandingan konsep serupa,guru tidak beri banding konsep rupa,negatif
Kurang memberi kesempatan siswa berbicara,kurang beri sempat siswa bicara,negatif
Guru jarang mengulang poin penting,guru jarang ulang poin penting,negatif
Materi terlalu panjang dalam satu sesi,materi terlalu panjang satu sesi,negatif
Guru tidak memperhatikan siswa yang tertinggal,guru tidak perhati siswa tinggal,negatif
Kurang memberikan refleksi akhir setiap topik,kurang beri refleksi akhir topik,negatif
Guru jarang menanyakan kesulitan siswa,guru jarang tanya sulit siswa,negatif
Materi terasa tidak seimbang antara teori dan praktik,materi asa tidak imbang teori praktik,negatif
Guru tidak memberikan catatan tambahan,guru tidak beri catat tambah,negatif
Pembelajaran terasa kaku tanpa diskusi,ajar asa kaku diskusi,negatif
Guru jarang memberi motivasi ketika suasana jenuh,guru jarang beri motivasi suasana jenuh,negatif
Guru jarang memberikan arahan sebelum ujian,guru jarang beri arah belum uji,negatif
Penjelasan terlalu cepat membuat siswa sulit mengikuti,jelas terlalu cepat buat siswa sulit ikut,negatif
Materi tidak disampaikan secara berurutan,materi tidak sampai rurut,negatif
Guru kurang memperhatikan perbedaan kemampuan siswa,guru kurang perhati beda mampu siswa,negatif
Tugas sering tidak dijelaskan secara rinci,tugas sering tidak jelas rinci,negatif
Guru jarang memberikan contoh praktis,guru jarang beri contoh praktis,negatif
Pembelajaran terlalu fokus pada teori,ajar terlalu fokus teori,negatif
Guru kadang datang tidak tepat waktu,guru kadang datang tidak tepat waktu,negatif
Penjelasan terasa monoton,jelas asa monoton,negatif
Kurang memberikan latihan sebelum ujian,kurang beri latih belum uji,negatif
Guru tidak menjelaskan kesalahan siswa dengan detail,guru tidak jelas salah siswa detail,negatif
Materi terasa kurang relevan dengan kebutuhan,materi asa kurang relevan butuh,negatif
Guru sering berganti topik tanpa penjelasan,guru sering ganti topik jelas,negatif
Kurang memberikan waktu untuk bertanya,kurang beri waktu tanya,negatif
Guru tidak membahas hasil tugas siswa,guru tidak bahas hasil tugas siswa,negatif
Instruksi tugas kadang membingungkan,instruksi tugas kadang bingung,negatif
Guru terlalu cepat mengakhiri kelas,guru terlalu cepat akhir kelas,negatif
Materi pembelajaran kurang jelas,materi ajar kurang jelas,negatif
Penjelasan kadang tidak sesuai dengan modul,jelas kadang tidak sesuai modul,negatif
Guru kurang berinteraksi dengan siswa,guru kurang interaksi siswa,negatif
Tugas terlalu banyak dalam waktu singkat,tugas terlalu banyak waktu singkat,negatif
Guru jarang mengadakan review materi,guru jarang ada review materi,negatif
Penilaian terasa tidak objektif,nilai asa tidak objektif,negatif
Kurang adanya komunikasi dua arah,kurang ada komunikasi arah,negatif
Guru tidak menjelaskan tujuan dari pembelajaran,guru tidak jelas tuju ajar,negatif
Materi terlalu padat untuk satu pertemuan,materi terlalu padat satu temu,negatif
Guru jarang memberikan motivasi belajar,guru jarang beri motivasi ajar,negatif
Penjelasan terlalu singkat,jelas terlalu singkat,negatif
Guru kurang sabar menghadapi pertanyaan siswa,guru kurang sabar hadap tanya siswa,negatif
Tidak ada tindak lanjut setelah tugas dikumpulkan,tidak tindak lanjut tugas kumpul,negatif
Guru kurang menggunakan contoh nyata,guru kurang guna contoh nyata,negatif
Instruksi praktikum tidak jelas,instruksi praktikum tidak jelas,negatif
Guru jarang hadir sesuai jadwal,guru jarang hadir sesuai jadwal,negatif
Materi kadang tidak sesuai dengan topik pelajaran,materi kadang tidak sesuai topik ajar,negatif
Guru tidak mengonfirmasi perubahan jadwal,guru tidak konfirmasi ubah jadwal,negatif
Penjelasan tidak disertai latihan,jelas tidak serta latih,negatif
Guru terlalu formal dalam berbicara,guru terlalu formal bicara,negatif
Pembelajaran terasa kaku,ajar asa kaku,negatif
Guru jarang memberikan feedback langsung,guru jarang beri feedback langsung,negatif
Materi sulit dipahami karena terlalu cepat,materi sulit paham terlalu cepat,negatif
Guru jarang memberi kesempatan untuk diskusi,guru jarang beri sempat diskusi,negatif
Kurang adanya kegiatan interaktif,kurang ada giat interaktif,negatif
Guru tidak memperhatikan siswa yang tertinggal,guru tidak perhati siswa tinggal,negatif
Penjelasan tidak terstruktur,jelas tidak struktur,negatif
Guru jarang mengulang poin penting,guru jarang ulang poin penting,negatif
Materi terasa tidak lengkap,materi asa tidak lengkap,negatif
Guru tidak menyesuaikan kecepatan belajar,guru tidak sesuai cepat ajar,negatif
Kurang memberi penghargaan pada siswa aktif,kurang beri harga siswa aktif,negatif
Guru sering membahas hal di luar materi,guru sering bahas di luar materi,negatif
Pembelajaran terasa membosankan,ajar asa bosan,negatif
Guru jarang menjawab pertanyaan siswa,guru jarang jawab tanya siswa,negatif
Tugas tidak dibahas setelah dikumpulkan,tugas tidak bahas kumpul,negatif
Guru tidak menggunakan waktu dengan efektif,guru tidak guna waktu efektif,negatif
Penjelasan kurang mendalam,jelas kurang dalam,negatif
Guru jarang mengadakan evaluasi singkat,guru jarang ada evaluasi singkat,negatif
Materi terasa tidak tersusun rapi,materi asa tidak susun rapi,negatif
Guru jarang mengaitkan teori dengan praktik,guru jarang kait teori praktik,negatif
Kurang adanya revisi setelah penilaian,kurang ada revisi nilai,negatif
Guru tidak memberikan arahan tambahan,guru tidak beri arah tambah,negatif
Pembelajaran kurang melibatkan siswa,ajar kurang libat siswa,negatif
Guru terlalu cepat menjelaskan poin penting,guru terlalu cepat jelas poin penting,negatif
Materi terasa terlalu berat,materi asa terlalu berat,negatif
Guru kurang memberi contoh aplikasi,guru kurang beri contoh aplikasi,negatif
Penilaian akhir kurang transparan,nilai akhir kurang transparan,negatif
Guru jarang menyapa siswa sebelum mulai kelas,guru jarang sapa siswa belum mulai kelas,negatif
Instruksi kadang tidak sinkron dengan tugas,instruksi kadang tidak sinkron tugas,negatif
Guru kurang memanfaatkan teknologi pembelajaran,guru kurang manfaat teknologi ajar,negatif
Materi sulit diikuti karena penjelasan tidak jelas,materi sulit ikut jelas tidak jelas,negatif
Guru jarang menanyakan pemahaman siswa,guru jarang tanya paham siswa,negatif
Kurang adanya panduan belajar tambahan,kurang ada pandu ajar tambah,negatif
Guru jarang memberikan catatan penting,guru jarang beri catat penting,negatif
Materi sering diulang tanpa alasan,materi sering ulang alas,negatif
Guru jarang membuat suasana kelas menyenangkan,guru jarang buat suasana kelas senang,negatif
Penjelasan terlalu teknis tanpa contoh,jelas terlalu teknis contoh,negatif
Guru jarang menindaklanjuti hasil ujian,guru jarang menindaklanjuti hasil uji,negatif
Pembelajaran terasa tidak menarik,ajar asa tidak tarik,negatif
Guru tidak membahas kesalahan umum siswa,guru tidak bahas salah umum siswa,negatif
Materi tidak sesuai urutan logis,materi tidak sesuai urut logis,negatif
Guru jarang menanyakan kesulitan siswa,guru jarang tanya sulit siswa,negatif
Kurang memberi waktu istirahat dalam sesi panjang,kurang beri waktu istirahat sesi panjang,negatif
Guru terlalu cepat berpindah topik,guru terlalu cepat pindah topik,negatif
Penjelasan kadang membingungkan,jelas kadang bingung,negatif
Guru kurang tanggap terhadap pertanyaan,guru kurang tanggap tanya,negatif
Tugas terasa tidak jelas maksudnya,tugas asa tidak jelas maksud,negatif
Guru jarang meninjau hasil evaluasi,guru jarang tinjau hasil evaluasi,negatif
Materi tidak diperbarui secara rutin,materi tidak baru rutin,negatif
Guru jarang memotivasi siswa untuk berpikir kritis,guru jarang motivasi siswa pikir kritis,negatif
Pembelajaran kurang menarik perhatian siswa,ajar kurang tarik perhati siswa,negatif
